Date/Time,COL,NG,NUC,OTH,SUN,WAT,WND
2018-07-02 01:00:00-05:00,12538,19898,5029,19,0,0,9253
2018-07-02 02:00:00-05:00,12951,19214,5030,19,0,0,7030
2018-07-02 03:00:00-05:00,12915,19130,5030,14,0,0,5346
2018-07-02 04:00:00-05:00,12635,18832,5030,17,0,0,4706
2018-07-02 05:00:00-05:00,11934,18291,5030,22,0,0,5444
2018-07-02 06:00:00-05:00,11804,18777,5031,29,0,0,5810
2018-07-02 07:00:00-05:00,12301,19942,5031,28,0,42,5123
2018-07-02 08:00:00-05:00,13030,20963,5031,30,134,59,4619
2018-07-02 09:00:00-05:00,13868,23532,5032,32,570,72,3624
2018-07-02 10:00:00-05:00,14107,25886,5032,67,828,100,4212
2018-07-02 11:00:00-05:00,14575,29129,5029,117,1002,114,4171
2018-07-02 12:00:00-05:00,14806,32935,5029,126,1051,85,3718
2018-07-02 13:00:00-05:00,14622,36229,5028,126,1044,25,4070
2018-07-02 14:00:00-05:00,14479,38794,5026,127,1126,35,4639
2018-07-02 15:00:00-05:00,14635,40080,5025,126,1075,106,5723
2018-07-02 16:00:00-05:00,14884,40802,5022,130,922,132,6272
2018-07-02 17:00:00-05:00,14944,40776,5021,124,624,133,7079
2018-07-02 18:00:00-05:00,14957,39969,5019,120,304,134,8004
2018-07-02 19:00:00-05:00,14955,38519,5018,117,241,113,9087
2018-07-02 20:00:00-05:00,14965,36730,5017,113,90,49,9099
2018-07-02 21:00:00-05:00,14957,35025,5017,93,4,45,8224
2018-07-02 22:00:00-05:00,14878,32055,5018,84,0,8,8859
2018-07-02 23:00:00-05:00,14489,26380,5019,81,0,0,10744
2018-07-03 00:00:00-05:00,13201,21912,5021,84,0,0,12039
2018-07-03 01:00:00-05:00,11769,21009,5022,86,0,0,9950
2018-07-03 02:00:00-05:00,13406,20013,5022,88,0,4,6322
2018-07-03 03:00:00-05:00,13852,19175,5022,83,0,4,4671
2018-07-03 04:00:00-05:00,13362,18445,5022,82,0,4,4465
2018-07-03 05:00:00-05:00,12972,18185,5021,85,0,4,4550
2018-07-03 06:00:00-05:00,12642,18743,5021,91,0,37,4747
2018-07-03 07:00:00-05:00,11449,20704,5021,99,0,38,5240
2018-07-03 08:00:00-05:00,11960,21352,5022,96,132,63,5088
2018-07-03 09:00:00-05:00,12851,23066,5023,98,548,76,4709
2018-07-03 10:00:00-05:00,13240,24853,5023,98,1071,104,5890
2018-07-03 11:00:00-05:00,14082,27464,5027,97,1142,121,6793
2018-07-03 12:00:00-05:00,14589,31291,5027,111,1185,93,6563
2018-07-03 13:00:00-05:00,14873,35034,5023,124,1186,63,5741
2018-07-03 14:00:00-05:00,14903,38068,5020,125,1205,64,5621
2018-07-03 15:00:00-05:00,14893,40549,5019,123,1188,100,5677
2018-07-03 16:00:00-05:00,14856,41322,5017,126,1119,161,6051
2018-07-03 17:00:00-05:00,14903,41641,5018,131,972,151,6306
2018-07-03 18:00:00-05:00,14989,40913,5016,131,850,151,6707
2018-07-03 19:00:00-05:00,15046,40029,5015,132,582,125,6893
2018-07-03 20:00:00-05:00,15244,38004,5014,131,243,44,6867
2018-07-03 21:00:00-05:00,15316,35045,5014,111,29,42,6758
2018-07-03 22:00:00-05:00,15195,30465,5016,99,0,8,8116
2018-07-03 23:00:00-05:00,14067,25557,5016,103,0,8,10101
2018-07-04 00:00:00-05:00,12354,21910,5015,102,0,0,11206
2018-07-04 01:00:00-05:00,11374,18783,5016,101,0,0,12084
2018-07-04 02:00:00-05:00,10442,16970,5016,101,0,23,11685
2018-07-04 03:00:00-05:00,9208,16371,5016,101,0,3,11040
2018-07-04 04:00:00-05:00,8561,16243,5016,101,0,0,10178
2018-07-04 05:00:00-05:00,8517,16160,5017,101,0,0,9543
2018-07-04 06:00:00-05:00,8870,16521,5017,101,0,0,8775
2018-07-04 07:00:00-05:00,9415,17121,5017,100,0,0,7487
2018-07-04 08:00:00-05:00,9471,17946,5018,100,164,44,6368
2018-07-04 09:00:00-05:00,10228,20562,5019,100,808,68,4655
2018-07-04 10:00:00-05:00,11142,22584,5021,100,1135,69,4473
2018-07-04 11:00:00-05:00,13051,25101,5022,100,1175,69,3383
2018-07-04 12:00:00-05:00,14490,28116,5022,119,1186,68,2093
2018-07-04 13:00:00-05:00,14923,30574,5023,132,1185,33,1707
2018-07-04 14:00:00-05:00,15088,31143,5023,128,1190,38,2181
2018-07-04 15:00:00-05:00,15223,29980,5023,127,1100,111,3508
2018-07-04 16:00:00-05:00,14982,28246,5024,126,1093,114,5419
2018-07-04 17:00:00-05:00,14404,26969,5023,127,1048,130,6898
2018-07-04 18:00:00-05:00,13553,25777,5024,126,978,141,8021
2018-07-04 19:00:00-05:00,12447,24786,5024,120,794,86,9160
2018-07-04 20:00:00-05:00,11051,23598,5024,118,531,48,10254
2018-07-04 21:00:00-05:00,10937,23083,5024,101,69,48,9877
2018-07-04 22:00:00-05:00,10778,22420,5024,94,0,48,9438
2018-07-04 23:00:00-05:00,10608,20704,5025,96,0,33,9194
2018-07-05 00:00:00-05:00,10116,19278,5025,98,0,25,8522
2018-07-05 01:00:00-05:00,9464,18266,5027,97,0,6,7345
2018-07-05 02:00:00-05:00,9461,17677,5027,99,0,25,5954
2018-07-05 03:00:00-05:00,9555,17610,5028,99,0,0,4385
2018-07-05 04:00:00-05:00,9497,17447,5029,98,0,0,3669
2018-07-05 05:00:00-05:00,9439,17457,5029,99,0,0,3613
2018-07-05 06:00:00-05:00,9881,18252,5031,98,0,0,3373
2018-07-05 07:00:00-05:00,10294,19394,5031,97,0,0,3044
2018-07-05 08:00:00-05:00,10797,20495,5031,98,105,43,2670
2018-07-05 09:00:00-05:00,11635,21781,5031,98,558,67,2970
2018-07-05 10:00:00-05:00,12694,23891,5030,100,639,66,3523
2018-07-05 11:00:00-05:00,13767,26633,5029,65,644,67,3423
2018-07-05 12:00:00-05:00,14103,29427,5028,28,760,67,3807
2018-07-05 13:00:00-05:00,14396,31645,5026,26,863,34,4243
2018-07-05 14:00:00-05:00,14491,33772,5024,29,931,38,4625
2018-07-05 15:00:00-05:00,14460,34865,5023,26,961,107,5103
2018-07-05 16:00:00-05:00,14439,35658,5024,30,949,112,5554
2018-07-05 17:00:00-05:00,14474,36906,5025,35,789,86,5491
2018-07-05 18:00:00-05:00,14473,37022,5024,28,698,85,5515
2018-07-05 19:00:00-05:00,14450,35838,5023,29,488,84,5860
2018-07-05 20:00:00-05:00,14506,34698,5023,27,236,18,5097
2018-07-05 21:00:00-05:00,14582,34070,5023,31,45,11,3702
2018-07-05 22:00:00-05:00,14542,33299,5023,28,0,11,2401
2018-07-05 23:00:00-05:00,14517,29945,5024,29,0,3,2187
2018-07-06 00:00:00-05:00,14500,26155,5024,31,0,3,2053
2018-07-06 01:00:00-05:00,14118,22885,5024,28,0,3,2130
2018-07-06 02:00:00-05:00,13378,21260,5024,28,0,29,2013
2018-07-06 03:00:00-05:00,12360,20739,5025,28,0,5,1738
2018-07-06 04:00:00-05:00,11468,20624,5026,29,0,3,1517
2018-07-06 05:00:00-05:00,11310,20712,5026,30,0,4,1220
2018-07-06 06:00:00-05:00,12050,21143,5027,30,0,4,754
2018-07-06 07:00:00-05:00,12676,21934,5027,33,0,37,554
2018-07-06 08:00:00-05:00,12929,22881,5027,30,114,45,536
2018-07-06 09:00:00-05:00,13783,25135,5027,33,619,69,276
2018-07-06 10:00:00-05:00,14284,27999,5027,27,865,70,407
2018-07-06 11:00:00-05:00,14469,31059,5026,29,961,70,995
2018-07-06 12:00:00-05:00,14549,34197,5024,28,907,70,1658
2018-07-06 13:00:00-05:00,14586,36755,5024,19,886,39,1939
2018-07-06 14:00:00-05:00,13933,38860,5023,17,900,55,2535
2018-07-06 15:00:00-05:00,13779,39295,5021,15,844,88,3222
2018-07-06 16:00:00-05:00,13728,38743,5020,14,841,138,3428
2018-07-06 17:00:00-05:00,13632,37300,5018,16,921,115,3533
2018-07-06 18:00:00-05:00,13264,35052,5019,17,868,49,4785
2018-07-06 19:00:00-05:00,13057,32623,5019,16,732,45,5664
2018-07-06 20:00:00-05:00,12869,30337,5020,18,274,12,5992
2018-07-06 21:00:00-05:00,12696,29536,5020,15,29,12,5288
2018-07-06 22:00:00-05:00,12651,28182,5021,17,0,12,5291
2018-07-06 23:00:00-05:00,12496,26592,5022,19,0,4,4122
2018-07-07 00:00:00-05:00,12436,24311,5023,15,0,4,3156
2018-07-07 01:00:00-05:00,11791,22127,5023,17,0,4,2684
2018-07-07 02:00:00-05:00,11487,21132,5024,23,0,27,2095
2018-07-07 03:00:00-05:00,11058,20755,5024,27,0,7,1261
2018-07-07 04:00:00-05:00,9885,20476,5025,26,0,4,833
2018-07-07 05:00:00-05:00,9468,20405,5026,27,0,4,799
2018-07-07 06:00:00-05:00,9314,20472,5026,27,0,4,791
2018-07-07 07:00:00-05:00,9360,20731,5027,29,0,4,638
2018-07-07 08:00:00-05:00,9526,21473,5028,30,90,48,688
2018-07-07 09:00:00-05:00,10803,23302,5028,30,330,72,424
2018-07-07 10:00:00-05:00,11991,25813,5027,30,502,73,338
2018-07-07 11:00:00-05:00,12570,29133,5027,30,878,73,353
2018-07-07 12:00:00-05:00,12845,32006,5026,28,1062,72,449
2018-07-07 13:00:00-05:00,12785,34388,5025,29,914,38,1091
2018-07-07 14:00:00-05:00,12769,35706,5025,28,742,38,1825
2018-07-07 15:00:00-05:00,12793,36406,5025,31,565,101,2294
2018-07-07 16:00:00-05:00,12804,36325,5024,29,705,121,2797
2018-07-07 17:00:00-05:00,12837,35285,5022,25,855,68,3773
2018-07-07 18:00:00-05:00,12848,34855,5021,17,613,13,3792
2018-07-07 19:00:00-05:00,12804,32871,5021,13,425,12,4142
2018-07-07 20:00:00-05:00,12763,30396,5022,15,272,88,4430
2018-07-07 21:00:00-05:00,12738,30155,5022,22,41,24,3274
2018-07-07 22:00:00-05:00,12715,29276,5023,18,0,5,2863
2018-07-07 23:00:00-05:00,12640,26687,5024,18,0,5,2494
2018-07-08 00:00:00-05:00,12627,24028,5024,24,0,5,2417
2018-07-08 01:00:00-05:00,12362,21882,5025,29,0,4,2109
2018-07-08 02:00:00-05:00,11681,20254,5025,31,0,28,1926
2018-07-08 03:00:00-05:00,10915,19683,5025,29,0,5,1614
2018-07-08 04:00:00-05:00,10272,19469,5026,29,0,4,1198
2018-07-08 05:00:00-05:00,9807,19259,5026,29,0,38,1049
2018-07-08 06:00:00-05:00,9545,19549,5026,29,0,4,821
2018-07-08 07:00:00-05:00,9698,19578,5026,30,0,4,737
2018-07-08 08:00:00-05:00,9870,20153,5026,33,55,48,525
2018-07-08 09:00:00-05:00,10996,22084,5027,31,255,72,267
2018-07-08 10:00:00-05:00,12120,24760,5027,31,412,74,332
2018-07-08 11:00:00-05:00,12513,27789,5027,28,585,73,518
2018-07-08 12:00:00-05:00,12603,30407,5027,30,744,73,616
2018-07-08 13:00:00-05:00,12585,31817,5027,28,870,38,1111
2018-07-08 14:00:00-05:00,12580,32299,5027,28,1104,38,1619
2018-07-08 15:00:00-05:00,12535,32568,5027,25,1101,73,1965
2018-07-08 16:00:00-05:00,12572,32835,5026,21,987,73,2622
2018-07-08 17:00:00-05:00,12583,32691,5024,22,804,12,3597
2018-07-08 18:00:00-05:00,12657,32544,5023,17,588,3,3797
2018-07-08 19:00:00-05:00,12630,31981,5023,16,329,3,3988
2018-07-08 20:00:00-05:00,12555,30469,5023,19,166,3,4197
2018-07-08 21:00:00-05:00,12455,28672,5023,16,27,3,4645
2018-07-08 22:00:00-05:00,12424,27724,5024,19,0,3,4445
2018-07-08 23:00:00-05:00,11744,24727,5025,27,0,3,5021
2018-07-09 00:00:00-05:00,10341,22354,5025,26,0,3,5383
2018-07-09 01:00:00-05:00,9855,20656,5025,25,0,3,4856
2018-07-09 02:00:00-05:00,9458,19814,5025,26,0,27,4048
2018-07-09 03:00:00-05:00,9092,19461,5025,29,0,5,3416
2018-07-09 04:00:00-05:00,9092,19405,5027,28,0,37,2800
2018-07-09 05:00:00-05:00,9575,19977,5027,26,0,3,2333
2018-07-09 06:00:00-05:00,10624,20765,5027,27,0,3,1881
2018-07-09 07:00:00-05:00,11881,21634,5027,27,0,3,1452
2018-07-09 08:00:00-05:00,12603,22604,5028,27,88,48,1126
2018-07-09 09:00:00-05:00,12935,24590,5027,27,278,71,834
2018-07-09 10:00:00-05:00,13210,27242,5028,26,386,71,1148
2018-07-09 11:00:00-05:00,13679,29487,5027,27,604,71,1372
2018-07-09 12:00:00-05:00,13764,31847,5027,25,766,71,1459
2018-07-09 13:00:00-05:00,13900,32664,5027,20,832,36,2098
2018-07-09 14:00:00-05:00,14004,32770,5026,14,783,37,2727
2018-07-09 15:00:00-05:00,14031,31542,5024,14,795,72,3730
2018-07-09 16:00:00-05:00,14011,30302,5020,21,620,72,4915
2018-07-09 17:00:00-05:00,14116,30882,5018,20,627,23,4407
2018-07-09 18:00:00-05:00,14168,30829,5017,19,465,11,4885
2018-07-09 19:00:00-05:00,14035,29358,5016,20,398,3,5590
2018-07-09 20:00:00-05:00,13825,28204,5016,18,153,4,5719
2018-07-09 21:00:00-05:00,13558,26976,5015,19,25,5,5758
2018-07-09 22:00:00-05:00,13390,26335,5014,28,0,3,5466
2018-07-09 23:00:00-05:00,12594,24138,5016,29,0,4,5141
2018-07-10 00:00:00-05:00,11441,22110,5017,30,0,3,4274
2018-07-10 01:00:00-05:00,9955,20924,5017,31,0,4,4253
2018-07-10 02:00:00-05:00,9167,19814,5019,28,0,29,4056
2018-07-10 03:00:00-05:00,8798,19129,5019,27,0,4,3701
2018-07-10 04:00:00-05:00,8668,18884,5019,29,0,3,3170
2018-07-10 05:00:00-05:00,9106,19217,5022,30,0,3,2516
2018-07-10 06:00:00-05:00,9672,20423,5023,30,0,3,1941
2018-07-10 07:00:00-05:00,10829,21282,5023,30,0,3,1586
2018-07-10 08:00:00-05:00,11720,21952,5023,27,29,46,1473
2018-07-10 09:00:00-05:00,13074,23694,5023,28,208,72,1187
2018-07-10 10:00:00-05:00,13683,26034,5023,27,430,71,1614
2018-07-10 11:00:00-05:00,14060,29441,5023,19,647,72,1446
2018-07-10 12:00:00-05:00,14270,32646,5021,26,931,72,1239
2018-07-10 13:00:00-05:00,14280,35321,5018,22,1118,38,1439
2018-07-10 14:00:00-05:00,14291,36992,5013,18,1044,38,1894
2018-07-10 15:00:00-05:00,14254,38305,5008,17,925,30,2455
2018-07-10 16:00:00-05:00,14275,37783,5005,17,727,30,3193
2018-07-10 17:00:00-05:00,14263,35519,5003,17,748,3,4553
2018-07-10 18:00:00-05:00,14272,34468,5002,16,583,3,4647
2018-07-10 19:00:00-05:00,14306,33456,5001,16,565,3,4909
2018-07-10 20:00:00-05:00,14291,31591,5001,17,274,3,5328
2018-07-10 21:00:00-05:00,14306,30139,5002,20,37,3,5336
2018-07-10 22:00:00-05:00,14219,28715,5004,22,0,3,5610
2018-07-10 23:00:00-05:00,13622,25098,5006,29,0,3,6014
2018-07-11 00:00:00-05:00,11629,22036,5006,26,0,3,7134
2018-07-11 01:00:00-05:00,9745,20448,5008,30,0,3,7501
2018-07-11 02:00:00-05:00,8694,19230,5009,25,0,3,7599
2018-07-11 03:00:00-05:00,7889,18383,5010,27,0,3,7362
2018-07-11 04:00:00-05:00,7581,17950,5011,26,0,3,6989
2018-07-11 05:00:00-05:00,7644,18005,5013,26,0,3,6709
2018-07-11 06:00:00-05:00,8220,18839,5014,29,0,3,6422
2018-07-11 07:00:00-05:00,8723,19979,5014,27,0,3,6241
2018-07-11 08:00:00-05:00,9456,20852,5015,36,147,20,5709
2018-07-11 09:00:00-05:00,10725,22767,5016,25,754,20,4677
2018-07-11 10:00:00-05:00,11924,24389,5015,24,1097,74,5077
2018-07-11 11:00:00-05:00,13435,27259,5015,25,1220,102,4464
2018-07-11 12:00:00-05:00,13759,31631,5015,26,1194,122,3382
2018-07-11 13:00:00-05:00,13770,33901,5014,30,1200,95,4042
2018-07-11 14:00:00-05:00,13839,35230,5014,37,1200,70,5834
2018-07-11 15:00:00-05:00,13834,36915,5013,33,1131,92,6609
2018-07-11 16:00:00-05:00,13813,37737,5011,38,1089,92,7071
2018-07-11 17:00:00-05:00,13817,38448,5008,37,1132,83,7326
2018-07-11 18:00:00-05:00,13793,38504,5005,35,1102,51,7198
2018-07-11 19:00:00-05:00,13817,37384,5006,31,944,27,7294
2018-07-11 20:00:00-05:00,13813,35032,5006,27,585,4,7523
2018-07-11 21:00:00-05:00,13667,33506,5007,28,64,3,7105
2018-07-11 22:00:00-05:00,13429,31713,5008,29,0,3,7372
2018-07-11 23:00:00-05:00,13356,26485,5010,30,0,9,8483
2018-07-12 00:00:00-05:00,11654,22666,5010,29,0,3,9663
2018-07-12 01:00:00-05:00,9438,20763,5014,31,0,3,10321
2018-07-12 02:00:00-05:00,8722,19412,5016,29,0,3,9656
2018-07-12 03:00:00-05:00,7986,18606,5013,29,0,3,9250
2018-07-12 04:00:00-05:00,7523,18308,5010,29,0,3,8729
2018-07-12 05:00:00-05:00,7528,18456,5013,29,0,3,8215
2018-07-12 06:00:00-05:00,8218,19116,5014,30,0,3,7775
2018-07-12 07:00:00-05:00,9104,20609,5014,33,0,3,7137
2018-07-12 08:00:00-05:00,9892,21510,5014,30,148,63,6332
2018-07-12 09:00:00-05:00,11646,23128,5013,31,652,63,5175
2018-07-12 10:00:00-05:00,13179,25288,5012,32,965,76,4910
2018-07-12 11:00:00-05:00,13762,29587,5011,30,1099,75,3878
2018-07-12 12:00:00-05:00,14017,33280,5010,30,1111,11,3597
2018-07-12 13:00:00-05:00,14158,36071,5008,30,1134,11,3537
2018-07-12 14:00:00-05:00,14253,37993,5006,30,1143,28,4014
2018-07-12 15:00:00-05:00,14185,39176,5004,30,1113,46,4726
2018-07-12 16:00:00-05:00,14230,38700,5001,32,1116,93,5773
2018-07-12 17:00:00-05:00,14222,37389,4998,29,1144,92,6211
2018-07-12 18:00:00-05:00,14232,35417,4996,29,1093,57,6281
2018-07-12 19:00:00-05:00,14247,33201,4994,27,1004,27,6294
2018-07-12 20:00:00-05:00,14224,31265,4993,22,624,4,6245
2018-07-12 21:00:00-05:00,14190,29977,4995,17,78,3,6092
2018-07-12 22:00:00-05:00,13853,26479,4996,18,0,3,8178
2018-07-12 23:00:00-05:00,11552,23383,4995,18,0,49,9836
2018-07-13 00:00:00-05:00,9403,21100,4999,18,0,3,10472
2018-07-13 01:00:00-05:00,8546,18936,4998,22,0,3,10522
2018-07-13 02:00:00-05:00,7737,17554,4997,21,0,3,10388
2018-07-13 03:00:00-05:00,7362,17105,4998,26,0,3,9580
2018-07-13 04:00:00-05:00,7370,17433,4998,32,0,3,8228
2018-07-13 05:00:00-05:00,7868,17564,4998,29,0,3,7371
2018-07-13 06:00:00-05:00,8535,18522,4999,32,0,3,6709
2018-07-13 07:00:00-05:00,9307,19659,5000,31,0,3,6518
2018-07-13 08:00:00-05:00,9408,20510,5001,34,119,29,6844
2018-07-13 09:00:00-05:00,9955,22439,5002,35,633,92,6367
2018-07-13 10:00:00-05:00,11161,23829,5003,32,1079,92,7288
2018-07-13 11:00:00-05:00,13080,25897,5003,34,1178,77,7327
2018-07-13 12:00:00-05:00,13999,29927,5002,34,1200,76,5919
2018-07-13 13:00:00-05:00,14503,32865,4999,32,1187,64,5026
2018-07-13 14:00:00-05:00,14829,35480,4996,32,1177,72,4779
2018-07-13 15:00:00-05:00,15071,36824,4994,29,1113,99,5470
2018-07-13 16:00:00-05:00,15179,36811,4992,30,1069,100,6327
2018-07-13 17:00:00-05:00,15183,36471,4991,25,1041,92,7297
2018-07-13 18:00:00-05:00,15173,35881,4990,25,1034,55,8073
2018-07-13 19:00:00-05:00,15146,35571,4991,27,914,28,7729
2018-07-13 20:00:00-05:00,15163,33022,4992,23,568,4,8182
2018-07-13 21:00:00-05:00,15190,31633,4993,27,69,4,7458
2018-07-13 22:00:00-05:00,14968,29996,4995,24,0,45,7410
2018-07-13 23:00:00-05:00,15028,26192,4996,26,0,21,7455
2018-07-14 00:00:00-05:00,14310,22516,4997,25,0,37,8257
2018-07-14 01:00:00-05:00,12595,20659,4998,26,0,4,8455
2018-07-14 02:00:00-05:00,11479,19006,4998,26,0,5,8527
2018-07-14 03:00:00-05:00,10110,18234,4997,23,0,5,8592
2018-07-14 04:00:00-05:00,9941,18118,4998,22,0,5,7543
2018-07-14 05:00:00-05:00,9874,17981,4999,29,0,5,6906
2018-07-14 06:00:00-05:00,9800,18069,5000,30,0,5,6765
2018-07-14 07:00:00-05:00,9878,18444,5000,31,0,5,6655
2018-07-14 08:00:00-05:00,9285,19556,5001,31,114,63,6753
2018-07-14 09:00:00-05:00,10596,21794,5003,31,673,91,6163
2018-07-14 10:00:00-05:00,12586,23507,5003,35,1058,94,6493
2018-07-14 11:00:00-05:00,14438,26952,5003,37,1126,76,5225
2018-07-14 12:00:00-05:00,15145,30908,5002,32,1123,46,4135
2018-07-14 13:00:00-05:00,15200,34123,5000,33,1141,46,3401
2018-07-14 14:00:00-05:00,15213,36382,4997,32,1151,39,3444
2018-07-14 15:00:00-05:00,15255,36959,4995,31,1131,95,4608
2018-07-14 16:00:00-05:00,15255,36710,4993,29,1024,96,6202
2018-07-14 17:00:00-05:00,15262,36812,4992,21,982,93,6533
2018-07-14 18:00:00-05:00,15256,36287,4992,24,894,57,6706
2018-07-14 19:00:00-05:00,15257,35041,4993,23,822,28,7300
2018-07-14 20:00:00-05:00,15276,34057,4994,19,502,6,6462
2018-07-14 21:00:00-05:00,15272,32257,4996,8,64,6,6293
2018-07-14 22:00:00-05:00,15127,30102,4997,15,0,6,6850
2018-07-14 23:00:00-05:00,14943,25935,4997,18,0,6,7605
2018-07-15 00:00:00-05:00,14022,22528,4998,18,0,6,8442
2018-07-15 01:00:00-05:00,12730,20173,4999,20,0,6,9145
2018-07-15 02:00:00-05:00,10605,18819,4998,21,0,6,10067
2018-07-15 03:00:00-05:00,9394,17671,4998,20,0,6,10539
2018-07-15 04:00:00-05:00,8547,16985,4998,18,0,6,10674
2018-07-15 05:00:00-05:00,8134,16784,4999,18,0,6,10366
2018-07-15 06:00:00-05:00,8158,16887,5001,19,0,6,9814
2018-07-15 07:00:00-05:00,8164,17021,5002,19,0,6,9266
2018-07-15 08:00:00-05:00,8638,17906,5003,20,62,31,8252
2018-07-15 09:00:00-05:00,10114,20314,5003,23,493,93,7274
2018-07-15 10:00:00-05:00,11321,22188,5003,23,821,123,7726
2018-07-15 11:00:00-05:00,13386,24611,5002,22,920,95,7162
2018-07-15 12:00:00-05:00,14821,28123,5002,22,1070,77,6008
2018-07-15 13:00:00-05:00,15171,31666,5001,23,1133,64,5189
2018-07-15 14:00:00-05:00,15218,34492,4999,18,1031,39,5196
2018-07-15 15:00:00-05:00,15211,35367,4997,11,1026,99,6187
2018-07-15 16:00:00-05:00,15235,34901,4996,11,1050,94,7988
2018-07-15 17:00:00-05:00,15252,35473,4994,14,950,94,8120
2018-07-15 18:00:00-05:00,15253,35796,4993,15,827,60,8129
2018-07-15 19:00:00-05:00,15240,35294,4993,14,697,64,8118
2018-07-15 20:00:00-05:00,15213,33822,4994,10,252,86,7633
2018-07-15 21:00:00-05:00,15216,32563,4995,9,18,40,6942
2018-07-15 22:00:00-05:00,15101,31065,4996,8,0,40,6882
2018-07-15 23:00:00-05:00,14922,27348,4998,10,0,6,6995
2018-07-16 00:00:00-05:00,14281,23794,5000,19,0,6,7204
2018-07-16 01:00:00-05:00,13618,21628,5000,18,0,10,6812
2018-07-16 02:00:00-05:00,12294,20510,5001,18,0,5,6685
2018-07-16 03:00:00-05:00,10577,19958,5002,20,0,5,7099
2018-07-16 04:00:00-05:00,10028,19359,5002,24,0,5,7031
2018-07-16 05:00:00-05:00,9797,19257,5003,26,0,5,6960
2018-07-16 06:00:00-05:00,10083,20035,5004,46,0,5,6831
2018-07-16 07:00:00-05:00,10673,21273,5005,62,0,5,6369
2018-07-16 08:00:00-05:00,11333,22094,5006,85,117,66,5629
2018-07-16 09:00:00-05:00,13032,23422,5006,89,637,93,4636
2018-07-16 10:00:00-05:00,13997,25465,5006,90,1015,98,5187
2018-07-16 11:00:00-05:00,14940,29756,5006,92,1189,79,4093
2018-07-16 12:00:00-05:00,15255,34441,5006,108,1222,79,3039
2018-07-16 13:00:00-05:00,15242,38332,5004,120,1215,66,2506
2018-07-16 14:00:00-05:00,15264,40982,5003,119,1110,37,2898
2018-07-16 15:00:00-05:00,15300,42334,5001,117,1115,93,3932
2018-07-16 16:00:00-05:00,15277,42478,4999,110,1063,102,5091
2018-07-16 17:00:00-05:00,15295,42199,4998,109,1029,102,6047
2018-07-16 18:00:00-05:00,15314,41603,4997,105,1051,94,6333
2018-07-16 19:00:00-05:00,15284,40511,4995,112,940,31,6270
2018-07-16 20:00:00-05:00,15253,38875,4994,93,525,5,6258
2018-07-16 21:00:00-05:00,15307,36884,4995,80,65,18,6010
2018-07-16 22:00:00-05:00,15262,34445,4995,84,0,5,6072
2018-07-16 23:00:00-05:00,14998,29184,4998,85,0,5,7202
2018-07-17 00:00:00-05:00,13472,25159,5000,85,0,5,8191
2018-07-17 01:00:00-05:00,10265,23330,4999,84,0,6,9307
2018-07-17 02:00:00-05:00,8861,21565,5002,84,0,5,9574
2018-07-17 03:00:00-05:00,8018,20389,5002,85,0,5,9598
2018-07-17 04:00:00-05:00,7266,19243,5002,85,0,5,10223
2018-07-17 05:00:00-05:00,6920,18860,5003,85,0,5,10519
2018-07-17 06:00:00-05:00,7021,19551,5003,85,0,5,10467
2018-07-17 07:00:00-05:00,7539,20786,5004,85,0,6,9905
2018-07-17 08:00:00-05:00,8168,21624,5004,85,109,92,9080
2018-07-17 09:00:00-05:00,9711,23880,5004,85,643,119,7010
2018-07-17 10:00:00-05:00,11237,25483,5005,85,1074,110,6894
2018-07-17 11:00:00-05:00,13848,27864,5005,104,1202,48,5821
2018-07-17 12:00:00-05:00,15002,32566,5004,116,1244,81,3885
2018-07-17 13:00:00-05:00,15283,37704,5003,118,1232,81,2188
2018-07-17 14:00:00-05:00,15298,41422,5002,114,1203,72,2051
2018-07-17 15:00:00-05:00,15305,43575,5001,115,1169,135,2595
2018-07-17 16:00:00-05:00,15314,44589,4999,113,1159,135,3209
2018-07-17 17:00:00-05:00,15319,44785,4997,118,1136,129,3686
2018-07-17 18:00:00-05:00,15296,44605,4996,118,1042,128,3958
2018-07-17 19:00:00-05:00,15268,43335,4996,115,914,150,4244
2018-07-17 20:00:00-05:00,15305,41004,4997,115,507,70,4688
2018-07-17 21:00:00-05:00,15259,38431,4997,115,64,58,5013
2018-07-17 22:00:00-05:00,15187,34787,4997,92,0,6,6248
2018-07-17 23:00:00-05:00,14806,29283,4997,82,0,6,7810
2018-07-18 00:00:00-05:00,12263,25925,4999,81,0,6,9157
2018-07-18 01:00:00-05:00,9993,24208,4999,82,0,6,9930
2018-07-18 02:00:00-05:00,8454,22347,5000,82,0,29,10612
2018-07-18 03:00:00-05:00,7521,20707,5000,82,0,6,11002
2018-07-18 04:00:00-05:00,6910,19993,5002,82,0,6,10994
2018-07-18 05:00:00-05:00,6648,19972,5003,83,0,6,10918
2018-07-18 06:00:00-05:00,7227,21104,5003,83,0,6,10183
2018-07-18 07:00:00-05:00,7639,22071,5005,83,0,39,9846
2018-07-18 08:00:00-05:00,8071,22774,5005,83,121,93,9266
2018-07-18 09:00:00-05:00,9313,24868,5006,83,725,145,7365
2018-07-18 10:00:00-05:00,11051,26596,5006,84,1137,136,6881
2018-07-18 11:00:00-05:00,13580,28647,5011,98,1219,117,6334
2018-07-18 12:00:00-05:00,14715,32711,5012,113,1224,102,4875
2018-07-18 13:00:00-05:00,15011,37448,5008,115,1216,135,3647
